modelo,presupuesto,ajuste (s),"inferencia 5,000 filas (s)",proyección por corrida (h),proyección 16 corridas (h)
knn,8,6.765486599993892,23.695871199975954,1.1765037151042992,18.824059441668787
bayes,12,6.893537500000093,0.15935470000840724,0.3633977409143929,5.814363854630287
logistica,12,87.15001360001042,0.13287420000415295,4.486168968159429,71.77870349055087
arbol,12,49.45145409999532,0.14542909999727271,2.5496024984293753,40.793639974870004
random_forest,8,205.49470030001248,0.318907400011085,7.1479049132065295,114.36647861130447
xgboost,8,8.648409100016579,0.18642079998971894,0.307699692758256,4.923195084132096
svm,12,11.24403109998093,0.15580489998683333,0.5867610246721586,9.388176394754538
